Scheme Name,Address,Tags,Description,1-Bedroom,2-Bedroom,3-Bedroom,Studio,Private Room,Station Info,City
Lighterman Towers,"1 Harbour Avenue, Hammersmith and Fulham, London, SW10 0HQ","['Concierge', 'Onsite maintenance', 'Onsite management', 'Parking', 'Bike storage']","Located in South West London, Lighterman Towers is a Build to Rent that offers spacious living areas, good transportation and convenient amenities.",2817.0,4767.0,,,,"['Imperial Wharf (IMW) | 0.1 mi', 'Fulham Broadway | 0.5 mi', 'West Brompton | 0.9 mi']",London
Kingston Riverside,"Henry Macaulay Avenue, Kingston upon Thames, London, KT2 5FE","['Parking', 'Lifts', 'CCTV', 'Common area', 'Communal garden']","Located on Henry Macaulay Avenue, Kingston Riverside is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1475.0,1995.0,3500.0,,,"['Kingston | 0.3 mi', 'Hampton Wick | 0.3 mi']",London
Moran House,"449-451 High Road, Brent, London, NW10 2JJ","['Furnished', 'Bike storage', 'Lifts', 'CCTV', 'Common area']","Located in North West London, Moran House is a Build to Rent that offers spacious living areas, good transportation and convenient amenities.",1291.0,,,,,"['Dollis Hill | 0.3 mi', 'Neasden | 0.4 mi', 'Dudding Hill Junction | 0.8 mi']",London
Sky Apartments,"28 Homerton Road, Hackney, London, E9 5FA","['Furnished', 'Parking', 'Lifts', 'CCTV', 'Controlled access']","Located in East London, Sky Apartments is a Build to Rent that promises safety, support and additional benefits for tenants.",,2167.0,,,,"['Homerton | 0.6 mi', 'Hackney Wick | 0.6 mi']",London
Kilburn Park Road,"Kilburn Park Road, Brent, London, NW6 5FA","['Parking', 'Lifts', 'CCTV', 'Roof terrace', 'Smoke alarms']","Located in North West London, Kilburn Park Road is a splendid choice for those seeking a modern lifestyle.",,1781.0,,,,"['Kilburn Park | 0.4 mi', 'Maida Vale | 0.4 mi', ""Queen's Park | 0.5 mi""]",London
Lily Place,"Lily Place, Camden, London, EC1N 8YJ","['Smoke alarms', 'Bed and mattress', 'Built-in wardrobe', 'Bedside tables', 'Sofa']","Located in East Central London, Lily Place is a Build to Rent that promises safety, support and additional benefits for tenants.",2145.0,2383.0,,,,"['Farringdon | 0.1 mi', 'Chancery Lane | 0.3 mi', 'City Thameslink | 0.5 mi']",London
Lovelace Road,"Lovelace Road, Kingston upon Thames, London, KT6 6PJ","['Parking', 'Communal garden', 'Bed and mattress', 'Built-in wardrobe', 'Bedside tables']","Located in Kingston upon Thames, Lovelace Road is the splendid choice for those seeking a well-lived life.",1050.0,,,,,['Surbiton | 0.3 mi'],London
South Quay Plaza,"183-189 Marsh Wall, Tower Hamlets, London, E14 9WS","['Parking', 'Bike storage', 'Lifts', 'CCTV', 'Controlled access']","Located in East London, South Quay Plaza is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,,,2167.0,,"['South Quay | 0.1 mi', 'Heron Quays | 0.2 mi', 'Canary Wharf | 0.4 mi']",London
Matthew Parker Street,"Matthew Parker Street, Westminster, London, SW1H 9NE","['Furnished', 'Concierge', 'Parking', 'CCTV', 'Smoke alarms']","Located in South West London, Matthew Parker Street is a splendid choice for those seeking a convenient lifestyle.",2817.0,3228.0,,,,"[""St. James's Park | 0.1 mi"", 'Westminster | 0.3 mi', 'Charing Cross | 0.6 mi']",London
Lockwood House,"Oak Hill Road, Kingston upon Thames, London, KT6 6FA","['Parking', 'Common area', 'Communal garden', 'Smoke alarms', 'Built-in wardrobe']","Located in Kingston upon Thames, Lockwood House is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1350.0,,,,,['Surbiton | 0.3 mi'],London
Palmerston Road,"Palmerston Road, Ealing, London, W3 8GJ",[],"Palmerston Road, Ealing, London, W3 8GJ",1400.0,1699.0,,,,"['Lifts', 'CCTV', 'Common area', 'Communal garden', 'Smoke alarms', 'South Acton | 0.0 mi', 'Chiswick Park | 0.4 mi', 'Chiswick Park Station | 0.4 mi']",London
Park Drive,"Park Drive, Tower Hamlets, London, E14 9GG","['Concierge', 'Onsite maintenance', 'Onsite management', 'Parking', 'Lifts']","Located in a prime area of East London, Park Drive promises to give tenants a comfortable living experience with an extensive range of modern facilities.",,3198.0,4550.0,1998.0,,"['South Quay | 0.2 mi', 'Canary Wharf | 0.3 mi', 'Heron Quays | 0.3 mi']",London
Park Street,"Park Street, Hammersmith and Fulham, London, SW6 2QF",[],"Park Street, Hammersmith and Fulham, London, SW6 2QF",,2817.0,,,,"['Furnished', 'Parking', 'Lifts', 'CCTV', 'Gym', 'Imperial Wharf (IMW) | 0.1 mi', 'Fulham Broadway | 0.6 mi', 'West Brompton | 1.0 mi']",London
Pearson Square,"Pearson Square, Westminster, London, W1T 3BP","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","With an extensive range of modern facilities, this prime residential development in West London promises to give tenants a comfortable living experience.",3878.0,5499.0,7150.0,,,"['Goodge Street | 0.2 mi', 'Oxford Circus | 0.3 mi', 'Tottenham Court Road | 0.4 mi']",London
Perryfield Way,"Perryfield Way, Barnet, London, NW9 7FD","['Furnished', 'Parking', 'CCTV', 'Communal garden', 'Smoke alarms']","Located in North West London, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,1998.0,,,,"['Hendon | 0.2 mi', 'Hendon Central | 0.7 mi']",London
Queenshurst Square,"Queenshurst Square, Kingston upon Thames, London, KT2 5FQ","['Concierge', 'Onsite maintenance', 'Onsite management', 'Parking', 'Lifts']","Located in Kingston upon Thames, Queenshurst Square is a new Build to Rent that promises beautiful scenery and an abundance of amenities.",1375.0,,,,,"['Kingston | 0.2 mi', 'Hampton Wick | 0.4 mi']",London
Sheendale Road,"Sheendale Road, Richmond upon Thames, London, TW9 2JL","['Parking', 'Bike storage', 'Communal garden', 'Smoke alarms', 'Bed and mattress']","Located in Twickenham, Sheendale Road is a splendid choice for those seeking a convenient lifestyle.",1395.0,,,,,"['North Sheen | 0.3 mi', 'Richmond | 0.4 mi', 'Kew Gardens | 0.9 mi']",London
Skerne Road,"Skerne Road, Kingston upon Thames, London, KT2 5AD","['Parking', 'Lifts', 'CCTV', 'Common area', 'Communal garden']","Located in Kingston upon Thames, Skerne Road is a Build to Rent that promises safety, support and additional benefits for tenants.",1350.0,1675.0,,,,"['Kingston | 0.2 mi', 'Hampton Wick | 0.3 mi']",London
Hobhouse Court,"Suffolk Street, Westminster, London, SW1Y 4HH","['Parking', 'Bike storage', 'Lifts', 'CCTV', 'Controlled access']","Located in South West London, Hobhouse Court is a splendid choice for those seeking a convenient lifestyle.",2708.0,3987.0,5417.0,1733.0,,"['Piccadilly Circus | 0.2 mi', 'Charing Cross | 0.3 mi', 'Tottenham Court Road | 0.5 mi']",London
The Bittoms,"The Bittoms, Kingston upon Thames, London, KT1 2AN","['Parking', 'Lifts', 'CCTV', 'Controlled access', 'Smoke alarms']","Located in Kingston upon Thames, The Bittoms is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,1425.0,,,,"['Kingston | 0.5 mi', 'Hampton Wick | 0.6 mi']",London
The Vale,"The Vale, Ealing, London, W3 7QS","['Parking', 'Lifts', 'CCTV', 'Controlled access', 'Common area']",The Vale offers cosy homes that are just within walking distance from an abundance of amenities and transport links.,1647.0,2097.0,,,,"['Acton Central | 0.2 mi', 'South Acton | 0.7 mi', 'Turnham Green | 0.8 mi']",London
Trinity Way,"Trinity Way, Ealing, London, W3 7FU","['Pet friendly', 'Furnished', 'Parking', 'Lifts', 'CCTV']","Located in West London, Trinity Way understands that a well-lived life always starts at home.",,2097.0,,,,"['East Acton | 0.4 mi', 'Acton Central | 0.6 mi', 'Acton Main Line | 0.9 mi']",London
Water Lane,"Water Lane, Kingston upon Thames, London, KT1 1AE","['Furnished', 'Onsite maintenance', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe']","Located in Kingston upon Thames, Water Lane is a Build to Rent that has generous living areas, beneficial amenities and great access to public transport.",,1595.0,,,,"['Kingston | 0.3 mi', 'Hampton Wick | 0.3 mi']",London
West Barnes Lane,"West Barnes Lane, Merton, London, KT3 6NB","['Bed and mattress', 'Built-in wardrobe', 'Open plan kitchen', 'Fridge & freezer', 'Oven']","Located in Kingston upon Thames, West Barnes Lane is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",975.0,,,,,"['Motspur Park | 0.1 mi', 'Worcester Park | 1.0 mi']",London
Wood Street,"Wood Street, City of London, London, EC2Y 5AG","['Furnished', 'Lifts', 'CCTV', 'Controlled access', 'Common area']","Located in East Central London, Wood Street is a splendid choice for those seeking a modern lifestyle.",,3792.0,,,,"['Moorgate | 0.2 mi', 'Barbican | 0.2 mi', 'Bank | 0.4 mi']",London
10 Park Drive,"10 Park Drive, Tower Hamlets, London, E14 9QL","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in a prime area of East London, 10 Park Drive offers furnished apartments with a comprehensive range of amenities to create a comfortable living experience.",2058.0,3250.0,4117.0,1842.0,,"['South Quay | 0.2 mi', 'Canary Wharf | 0.3 mi', 'Heron Quays | 0.3 mi']",London
190 Strand,"190 Strand, Camden, London, WC2R 1NB","['Furnished', 'Concierge', 'Onsite management', 'Parcel collection & storage', 'Lifts']","Located in West Central London, 190 Strand is a Build to Rent that promises beautiful scenery and an abundance of amenities.",3142.0,3878.0,5850.0,,,"['Temple Station | 0.1 mi', 'Chancery Lane | 0.4 mi', 'City Thameslink | 0.5 mi']",London
Cordage House,"21 Wapping Lane, Tower Hamlets, London, E1W 3AZ","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in East London, Cordage House is a Build to Rent that has all one needs for a fun, loving and productive life.",1842.0,2275.0,3012.0,1582.0,,"['Wapping | 0.2 mi', 'Shadwell | 0.3 mi']",London
375 Kensington High Street,"375 Kensington High Street, Kensington and Chelsea, London, W14 8QA","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Living in such a high-quality, well-located development, residents of 375 Kensington High Street will have access to a host of first-class amenities, various points of interest and a picturesque surrounding landscape.",2578.0,3792.0,4983.0,,,"['Kensington (Olympia) | 0.2 mi', 'West Kensington | 0.4 mi', 'West Brompton | 0.8 mi']",London
55 Victoria Street,"55 Victoria Street, Westminster, London, SW1H 0EU","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in South West London, 55 Victoria Street is a Build to Rent that has generous living areas, beneficial amenities and great access to public transport.",3250.0,,,2491.0,,"[""St. James's Park | 0.1 mi"", 'Westminster | 0.4 mi', 'Victoria Station | 0.5 mi']",London
75 Leman Street,"75 Leman Street, Tower Hamlets, London, E1 8EY","['Concierge', 'Onsite management', 'Parcel collection & storage', 'Lifts', 'CCTV']","Located in East London, 75 Leman Street is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",2058.0,2492.0,3467.0,1733.0,,"['Aldgate East | 0.2 mi', 'Tower Gateway | 0.2 mi', 'Aldgate | 0.3 mi']",London
Abell & Cleland,"John Islip Street, Westminster, London, SW1P 4LH","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']",Abell & Cleland offers fully furnished apartments to create a unique living experience at a Build to Rent in South West London.,2708.0,3250.0,4767.0,,,"['Pimlico | 0.3 mi', 'Vauxhall | 0.5 mi', 'Victoria Station | 0.7 mi']",London
Altitude Point,"61-75 Alie Street, Tower Hamlets, London, E1 8EB","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Situated near multiple transport links, Altitude Point delivers convenience and comfort to your daily life with a comprehensive range of amenities",1950.0,2492.0,3033.0,,,"['Aldgate East | 0.1 mi', 'Aldgate | 0.2 mi', 'Tower Gateway | 0.3 mi']",London
Aqua Vista,"2-10 Bow Common Lane, Tower Hamlets, London, E3 4AX","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in East London, Aqua Vista is a splendid choice for those seeking a modern lifestyle.",1213.0,1625.0,2058.0,,,"['Langdon Park | 0.4 mi', 'Devons Road | 0.4 mi', 'Bow Road | 0.7 mi']",London
Artilleries,"Artillery Row, Westminster, London, SW1P 1RH","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in South West London, Artilleries is a splendid choice for those seeking a convenient lifestyle.",1950.0,,,,,"[""St. James's Park | 0.2 mi"", 'Victoria Station | 0.4 mi', 'Charing Cross | 0.9 mi']",London
Avant Garde,"23 Sclater Street, Tower Hamlets, London, E1 6GU","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in East London, Avant Garde is a splendid choice for those seeking a modern lifestyle.",1950.0,2383.0,3250.0,1625.0,,"['Shoreditch High Street | 0.1 mi', 'Liverpool Street | 0.5 mi', 'Aldgate East | 0.6 mi']",London
Baltimore Tower,"6 Baltimore Wharf, Tower Hamlets, London, E14 9AQ","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']",Baltimore Tower offers an abundance of amenities that creates a unique living experience for residents in East London.,1842.0,2383.0,3250.0,1517.0,,"['Crossharbour | 0.1 mi', 'South Quay | 0.2 mi', 'Mudchute | 0.4 mi']",London
Barnsbury Place,"Barnsbury Place, Islington, London, N1 1NR","['Furnished', 'Concierge', 'Onsite management', 'Parcel collection & storage', 'CCTV']","Located in North London, Barnsbury Place is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1625.0,2383.0,,,,"['Caledonian Road & Barnsbury | 0.2 mi', 'Highbury & Islington | 0.3 mi', 'Caledonian Road | 0.5 mi']",London
Battersea Exchange,"177 Battersea Park Road, Wandsworth, London, SW8 4LR","['Furnished', 'Concierge', 'Onsite management', 'Parcel collection & storage', 'Bike storage']","Located in South West London, Battersea Exchange is a splendid choice for those seeking a convenient lifestyle.",1842.0,2167.0,,1517.0,,"['Battersea Park | 0.0 mi', 'Queenstown Road | 0.1 mi', 'Battersea Power Station | 0.3 mi']",London
Blackfriars Circus,"128-150 Blackfriars Road, Southwark, London, SE1 8EQ","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in South East London, Blackfriars Circus is a splendid choice for those seeking a modern lifestyle.",2383.0,2817.0,3467.0,,,"['Southwark Station | 0.3 mi', 'Lambeth North | 0.3 mi', 'London Waterloo East | 0.4 mi']",London
